date,hip hop music,pop music,r and b music,country music,rock music,alternative music,kpop music,metal music,latin music,indie music
2021-02-01,0.2857142857142857,0.6666666666666665,0.0,0.08333333333333337,0.18181818181818166,0.5,0.5,0.303030303030303,0.33333333333333337,0.2666666666666666
2021-03-01,0.2857142857142857,0.3333333333333335,1.0,0.050000000000000044,0.18181818181818166,0.2857142857142856,0.6428571428571428,0.33333333333333326,0.21739130434782605,0.3333333333333335
2021-04-01,0.2857142857142857,0.22222222222222232,0.0,0.15000000000000002,0.18181818181818166,0.1428571428571428,0.4285714285714286,0.33333333333333326,0.6956521739130435,0.20000000000000018
2021-05-01,0.4285714285714286,0.3333333333333335,1.0,0.09999999999999998,0.18181818181818166,0.1428571428571428,0.7142857142857144,0.21212121212121193,0.05797101449275366,0.1333333333333333
2021-06-01,0.2857142857142857,0.11111111111111116,0.0,0.1166666666666667,0.18181818181818166,0.07142857142857162,1.0,0.0,0.043478260869565244,0.1333333333333333
2021-07-01,0.1428571428571428,0.11111111111111116,0.0,0.08333333333333337,0.09090909090909083,0.0,0.7857142857142856,0.09090909090909083,0.02898550724637683,0.2666666666666666
2021-08-01,0.1428571428571428,0.11111111111111116,0.0,0.13333333333333341,0.0,0.07142857142857162,0.6428571428571428,0.1212121212121211,0.014492753623188415,0.2666666666666666
2021-09-01,0.2857142857142857,0.22222222222222232,1.0,0.08333333333333337,0.09090909090909083,0.2142857142857144,0.5714285714285714,0.09090909090909083,0.2753623188405797,0.06666666666666643
2021-10-01,0.1428571428571428,0.11111111111111116,1.0,0.15000000000000002,0.18181818181818166,0.1428571428571428,0.5714285714285714,0.2424242424242422,0.1159420289855072,0.06666666666666643
2021-11-01,0.1428571428571428,0.3333333333333335,0.0,0.20000000000000007,0.18181818181818166,0.7142857142857144,0.7142857142857144,0.15151515151515138,0.5507246376811594,0.06666666666666643
2021-12-01,0.1428571428571428,0.3333333333333335,1.0,0.08333333333333337,0.2727272727272725,0.2857142857142856,0.6428571428571428,0.18181818181818166,0.23188405797101452,0.2666666666666666
2022-01-01,0.2857142857142857,0.3333333333333335,1.0,0.1166666666666667,0.4545454545454546,0.7142857142857144,0.9285714285714284,0.4242424242424241,0.30434782608695654,0.3999999999999999
2022-02-01,0.4285714285714286,0.44444444444444464,1.0,0.15000000000000002,0.5454545454545454,0.5,0.7142857142857144,0.6969696969696968,0.33333333333333337,0.3333333333333335
2022-03-01,0.4285714285714286,0.6666666666666665,1.0,0.31666666666666665,0.5454545454545454,0.4285714285714288,0.6428571428571428,0.6363636363636362,0.3188405797101449,0.2666666666666666
2022-04-01,0.4285714285714286,0.6666666666666665,1.0,0.33333333333333337,0.8181818181818183,0.6428571428571428,0.7142857142857144,0.8787878787878789,0.7246376811594204,0.6000000000000001
2022-05-01,0.2857142857142857,0.5555555555555558,1.0,0.43333333333333346,0.6363636363636362,0.4285714285714288,0.7142857142857144,0.7272727272727271,0.18840579710144933,0.2666666666666666
2022-06-01,0.1428571428571428,0.44444444444444464,1.0,0.2333333333333334,0.5454545454545454,0.3571428571428572,0.7857142857142856,0.5757575757575757,0.08695652173913049,0.3999999999999999
2022-07-01,0.1428571428571428,0.22222222222222232,1.0,0.18333333333333335,0.4545454545454546,0.2857142857142856,0.7857142857142856,0.6666666666666665,0.043478260869565244,0.20000000000000018
2022-08-01,0.1428571428571428,0.22222222222222232,1.0,0.21666666666666667,0.36363636363636376,0.3571428571428572,0.7857142857142856,0.606060606060606,0.02898550724637683,0.2666666666666666
2022-09-01,0.1428571428571428,0.3333333333333335,1.0,0.20000000000000007,0.5454545454545454,0.3571428571428572,0.7142857142857144,0.6969696969696968,0.23188405797101452,0.20000000000000018
2022-10-01,0.1428571428571428,0.3333333333333335,1.0,0.15000000000000002,0.2727272727272725,0.3571428571428572,0.8571428571428572,0.606060606060606,0.1594202898550725,0.1333333333333333
2022-11-01,0.1428571428571428,0.44444444444444464,1.0,0.15000000000000002,0.36363636363636376,0.5,0.9285714285714284,0.5151515151515151,0.4782608695652174,0.1333333333333333
2022-12-01,0.1428571428571428,0.3333333333333335,1.0,0.050000000000000044,0.36363636363636376,0.5714285714285716,0.7857142857142856,0.5454545454545454,0.10144927536231885,0.2666666666666666
2023-01-01,0.1428571428571428,0.3333333333333335,1.0,0.13333333333333341,0.36363636363636376,0.3571428571428572,0.7142857142857144,0.606060606060606,0.1594202898550725,0.2666666666666666
2023-02-01,0.2857142857142857,0.3333333333333335,1.0,0.09999999999999998,0.5454545454545454,0.5714285714285716,0.5714285714285714,0.6666666666666665,0.08695652173913049,0.4666666666666668
2023-03-01,0.2857142857142857,0.3333333333333335,1.0,0.09999999999999998,0.4545454545454546,0.4285714285714288,0.5714285714285714,0.606060606060606,0.08695652173913049,0.7333333333333334
2023-04-01,0.1428571428571428,0.3333333333333335,1.0,0.18333333333333335,0.4545454545454546,0.4285714285714288,0.7142857142857144,0.6969696969696968,0.6231884057971016,0.6000000000000001
2023-05-01,0.1428571428571428,0.3333333333333335,1.0,0.2333333333333334,0.2727272727272725,0.1428571428571428,0.7142857142857144,0.6969696969696968,0.1159420289855072,0.0
2023-06-01,0.1428571428571428,0.11111111111111116,0.0,0.15000000000000002,0.36363636363636376,0.2142857142857144,0.8571428571428572,0.5757575757575757,0.02898550724637683,0.1333333333333333
2023-07-01,0.0,0.0,0.0,0.20000000000000007,0.18181818181818166,0.2142857142857144,1.0,0.606060606060606,0.02898550724637683,0.0
2023-08-01,0.1428571428571428,0.11111111111111116,1.0,0.1166666666666667,0.18181818181818166,0.2857142857142856,0.7142857142857144,0.606060606060606,0.0,0.1333333333333333
2023-09-01,0.2857142857142857,0.3333333333333335,1.0,0.15000000000000002,0.18181818181818166,0.2142857142857144,0.5714285714285714,0.6363636363636362,0.18840579710144933,0.1333333333333333
2023-10-01,0.1428571428571428,0.22222222222222232,1.0,0.033333333333333326,0.18181818181818166,0.2857142857142856,0.5714285714285714,0.6363636363636362,0.26086956521739135,0.06666666666666643
2023-11-01,0.1428571428571428,0.3333333333333335,1.0,0.08333333333333337,0.36363636363636376,0.4285714285714288,0.6428571428571428,0.6969696969696968,0.3913043478260869,0.2666666666666666
2023-12-01,0.1428571428571428,0.22222222222222232,1.0,0.0,0.36363636363636376,0.5714285714285716,0.5714285714285714,0.7575757575757573,0.043478260869565244,0.2666666666666666
2024-01-01,0.1428571428571428,0.22222222222222232,1.0,0.06666666666666665,0.36363636363636376,0.4285714285714288,0.4285714285714286,0.6666666666666665,0.10144927536231885,0.2666666666666666
2024-02-01,0.1428571428571428,0.5555555555555558,1.0,0.21666666666666667,0.4545454545454546,0.8571428571428572,0.3571428571428572,0.8181818181818179,0.08695652173913049,0.3999999999999999
2024-03-01,0.1428571428571428,0.44444444444444464,1.0,0.20000000000000007,0.36363636363636376,0.7142857142857144,0.3571428571428572,0.8181818181818179,0.14492753623188404,0.20000000000000018
2024-04-01,0.1428571428571428,0.3333333333333335,1.0,0.2666666666666667,0.4545454545454546,0.7142857142857144,0.5714285714285714,0.7575757575757573,0.46376811594202905,0.2666666666666666
2024-05-01,0.1428571428571428,0.44444444444444464,1.0,0.18333333333333335,0.4545454545454546,0.6428571428571428,0.5,0.7272727272727271,0.13043478260869568,0.3333333333333335
2024-06-01,0.1428571428571428,0.22222222222222232,1.0,0.20000000000000007,0.18181818181818166,0.6428571428571428,0.4285714285714286,0.5757575757575757,0.07246376811594202,0.20000000000000018
2024-07-01,0.0,0.11111111111111116,1.0,0.08333333333333337,0.09090909090909083,0.3571428571428572,0.4285714285714286,0.6363636363636362,0.014492753623188415,0.20000000000000018
2024-08-01,0.0,0.22222222222222232,1.0,0.13333333333333341,0.36363636363636376,0.7142857142857144,0.2142857142857144,0.6363636363636362,0.02898550724637683,0.20000000000000018
2024-09-01,0.1428571428571428,0.44444444444444464,1.0,0.16666666666666674,0.4545454545454546,0.7857142857142856,0.3571428571428572,0.8484848484848482,0.17391304347826086,0.3999999999999999
2024-10-01,0.0,0.44444444444444464,1.0,0.033333333333333326,0.36363636363636376,0.6428571428571428,0.3571428571428572,0.6969696969696968,0.23188405797101452,0.2666666666666666
2024-11-01,0.1428571428571428,0.44444444444444464,1.0,0.15000000000000002,0.4545454545454546,0.7857142857142856,0.5,0.8484848484848482,0.1594202898550725,0.2666666666666666
2024-12-01,0.1428571428571428,0.44444444444444464,1.0,0.050000000000000044,0.7272727272727271,0.9285714285714284,0.5,1.0,0.08695652173913049,0.3999999999999999
